title,name,url,lat,long,artist,description,artist_state,address,img_link 
Memento," """"", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=592&Neighbourhood=&Ownership=&Program=, -123.101234,49.254946,['Gisele Amantea'],"Memento comprises of ""Untitled (Poodle)"", a sculpture located at Main Street and 18th Avenue, and a suite of temporary artworks in and on three trolley buses which run on the #3 Main bus routes. ""Memento – Pink"" completely wraps an articulated trolley in a knit cozy of a pink poodle and includes an interior card inside the trolley that references a how-to book from the 1960s for making wool poodle cozies. ""Memento – Envy"", installed on the outside of a second trolley, is a panel which depicts a group of poodle cozies made for bottles looking with longing and jealousy at a porcelain poodle figurine - suggesting the class and cultural differences that historically have marked Main Street. This second trolley also features three thematically related interior cards in which knit figures act as the dramatis personae.
""Memento – Multo"", inside a third trolley, features a set of twenty-two interior cards depicting over 100 different examples of the modest but culturally and aesthetically interesting objects that can be found in shops along Main’s 88 Blocks.
88 BLOCKS is a public art program for Main Street in Vancouver with three exhibitions. The exhibitions are launched in series over a multi-year period and offer changing artwork on three articulated trolleys servicing the #3 Main route, several temporary artwork installations and at least one permanent installation in each exhibition at various locations along the Main Street corridor. The first project for 88 Blocks was A Bright Future by Instant Coffee, the second project was Main Play by Germaine Koh and the third project is Memento by Gisele Amantea.","Memento is a response to the material culture that contributes so strongly to the character of Main Street. Main Street is more typically characterized by the presence of a multitude of objects that tend to have a personal meaning and relate to everyday life rather than high-end consumption. The poodle was chosen as a motif for the sculpture and other artworks in Memento because it is expressive of the general surroundings of the street. The poodle is not associated with a particular culture, and can therefore be enjoyed by a wide range of people along the street and in the surrounding neighbourhoods. Untitled (Poodle) is intended as a curiosity that will bring attention to the sculpture as a marker or icon of time and place. The sculpture is based on and is a representation not of a living poodle, but rather of a porcelain figurine, the kind of object that might be found in any number of shops along Main Street.",3333 Main Street,https://app.vancouver.ca/publicart_net/Img/jpg/592.jpg
Stations of the Cross," ""Holy Name Parish""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=17&Neighbourhood=&Ownership=&Program=, -123.119119,49.240719,['George A. Norris'],,,4925 Cambie Street,https://app.vancouver.ca/publicart_net/Img/jpg/017.jpg
Captain John Deighton (Gassy Jack)," ""Gastown""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=21&Neighbourhood=&Ownership=&Program=, -123.104296,49.283351,['Vern Simpson'],"This 6'6"" bronze figure standing on a barrel is prominently located in Gastown and commemorates the man for whom Gastown is named. Born in 1830, ""Gassy"" Jack Deighton was an adventurer who went to sea and was attracted by the gold rush in California and then in New Caledonia (now British Columbia). He didn't strike it rich and instead became a tax man and a steamboat pilot and later ran a saloon which is why he stands on a whiskey barrel. The Globe Saloon which stood on the site was reputedly built in 24 hours by the thirsty workers. (Vancouver Sun, April 7, 2001, H3) The nickname Gassy Jack came from the fact that he talked so much. (drawn from Old Vancouver Townsite Walking Tour, Footprints Community Art Project, 2001)",The sculpture was commissioned by Larry Killam and others interested in improving business in the Gastown area in the early 1970s. Vern Simpson made the sculpture following a drawing by Fritz Jacobson. It was given as a Valentine's Day gift to the City.  Then Mayor Tom Campbell threatened to have it hauled away to the city dump.  Vandals later decapitated it but the head was returned for a $50 reward.," Carrall, Water & Powell Street",https://app.vancouver.ca/publicart_net/Img/jpg/021.jpg
Wind Blown Mounds," ""Granville Gardens""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=105&Neighbourhood=&Ownership=&Program=, -123.141344,49.25976,['Lutz Haufschild'],,, 1616 West 13th Avenue (at Fir),https://app.vancouver.ca/publicart_net/Img/jpg/105.jpg
Pauline Johnson Memorial," ""Ferguson Point""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=102&Neighbourhood=&Ownership=&Program=, -123.156609,49.301409,['James McLeod Hurry'],"This memorial cairn includes a bronze plaque on natural rock. It marks the resting place of Johnson's ashes.  The poet had in fact specifically asked that no memorial be raised.  (from E.Godley, Public & Office Building Art in Greater Vancouver, The Greater Vancouver Book)","Pauline Johnson was well known in her time for her poetry based in Indian legends.She was born in 1861, the granddaughter of a Mohawk chief. She died of breast cancer in 1913. (Vancouver Sun, April 7, 2001, H5)", Stanley Park,https://app.vancouver.ca/publicart_net/Img/jpg/102.jpg
Man About to Plant Alfalfa," ""MacMillan Building""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=132&Neighbourhood=&Ownership=&Program=, -123.250955,49.261089,['George A. Norris'],,"""Dean Blythe Eagles donated it as a memorial to his parents, who were pioneers in the settlement of British Columbia, and to all those who have labored to improve our agriculture."" - UBC Archives - Campus Sculptures",,https://app.vancouver.ca/publicart_net/Img/jpg/132.jpg
Perennials," ""Beatty Mews Plaza""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=218&Neighbourhood=&Ownership=&Program=, -123.118877,49.274768,['Barbara Steinman'],"A semi-circle of shattered glass screens with etched leaves is visible from the street and lit at night.  In the courtyard is a 4,500 sq. ft. leaf-shaped pool; situated around it are black granite seats with a word - hybrid, seasonal, wild, uprooted, perennial, transplanted - carved into each like the title of a botanical drawing. The leaf pool is visible in it's entirety from the suites above.","""Chance, timing and planning have brought the cultivation of new plants, residents, architecture and even art to the city of Vancouver. Perennials is a sculptural overlay, a botanical metaphor for the constant shifts in natural and cultural landscapes and for the fragility of their survival.""  (press release)","1088 Cambie Street, Pacific Blvd. at Cambie Street",https://app.vancouver.ca/publicart_net/Img/jpg/218.jpg
Cross of Sacrifice," ""Mountain View Cemetary""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=30&Neighbourhood=&Ownership=&Program=, -123.096898,49.234639,['Unknown'],The Cross of Sacrifice is a piece specific to the Commonwealth War Graves Commission (www.cwgc.org).,,39th Avenue and Prince Edward Street,https://app.vancouver.ca/publicart_net/Img/jpg/030A.jpg
Two Steel and Copper Fountains," ""Beach Towers Apartments""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=4&Neighbourhood=&Ownership=&Program=, -123.142216,49.28408,['Lionel Thomas'],Two copper ship-like abstract forms grace a pool of green water at this apartment dwelling.,,1600 Beach Avenue,https://app.vancouver.ca/publicart_net/Img/jpg/004.jpg
"Broken Column, (Pendulum)"," ""HSBC Building""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=144&Neighbourhood=&Ownership=&Program=, -123.119282,49.284079,['Alan Storey'],"Located in the lobby of the HSBC Building at Georgia and Hornby, ""The Pendulum"" is suspended from the glass ceiling of the atrium.  The pendulum swings slowly through the space until it aligns at one end of its arc with an angled, stationary plinth.","Coincidentally, the pendulum's movement ""is sympathetic with the alpha waves our brains produce when we're resting with our eyes closed."" -Alan Storey in ""Public Art Success Storey"" by Robin Laurence, Georgia Straight, June 20-27, 2002", 885 West Georgia Street,https://app.vancouver.ca/publicart_net/Img/jpg/144.jpg
Untitled (crane)," ""Granville Island""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=138&Neighbourhood=&Ownership=&Program=, -123.131253,49.269947,['Anonymous'],This piece is the housing for a crane that used to work on the site. It stands as a reminder of the industrial origins of Granville Island.,, Johnson Street,https://app.vancouver.ca/publicart_net/Img/jpg/138.jpg
Fountain of the Pioneers," ""Bentall Bldg.""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=173&Neighbourhood=&Ownership=&Program=, -123.11782,49.286242,['George Tsutakawa'],Water splashes down two levels of this abstract rounded form and into the pool below. The sculpture is the centre piece of the long rectangular pool in front of the Bentall towers.,"""..my fountain sculptures are an attempt to unify water--the life force of the universe that flows in an elusive cyclical course throughout eternity--with an immutable metal sculpture.""", 500 Burrard Street,https://app.vancouver.ca/publicart_net/Img/jpg/173.jpg
Living Wall," ""Vancouver Aquatic Centre""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=274&Neighbourhood=&Ownership=&Program=, -123.135019,49.276558,"['Melinda Spooner', '', '', '', 'M. Simon Levin', '', '', '', 'Anna Kemble', '', '', '', 'Marika Albert', '', '', '', 'Steven Gun']",A vertical garden in open wood planters which serve as pillars are interspersed with art mural panels.,"""The Living Wall Garden Project promotes innovated forms of urban agriculture and creates alternatives for the design of our growing city's future.  We strengthen the relationships between street-involved youth, seniors, families, businesses and service organizations through participation in hands-on projects."" Farmfolk/Cityfolk brochure", 1050 Beach Avenue,https://app.vancouver.ca/publicart_net/Img/jpg/274.jpg
Coopers Mews," ""Coopers Mews""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=66&Neighbourhood=&Ownership=&Program=, -123.115891,49.273422,['Alan Storey'],"Taking it’s source elements from the railway and cooperage that used to inhabit the area in the early twentieth century, the art work starts with  a galvanized steel track that runs overhead and wanders through the tall buildings between Pacific Boulevard and the False Creek seawall west of the Cambie Street bridge. Cement and wood planks are interspersed with grass to create a walkway underneath the overhead track. The planks are reminiscent of a winding keyboard. The overhead track ends at the False Creek side with a row of 5 wooden barrels lined up like on an assembly line. Below the barrels is a board walk of 12 segments.  Stepping on each board distinctly will cause steam to be forced through the barrels and out one side, creating a sound like a calliope on which you can play a tune. The sound harkens back to other times in relation to the contemporary sounds of the city which surround the piece.",, 1033 Marinaside Crescent,https://app.vancouver.ca/publicart_net/Img/jpg/066.jpg
McGill Park," ""McGill Park""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=275&Neighbourhood=&Ownership=&Program=, -123.057441,49.288612,"['Sarah White', '', '', '', 'Wendy Oberlander']","Unique benches, tables, and pebble mosaics are scattered along the path in this small corner park.",Ideas were generated through workshops and an on-site design event., 2305 McGill,https://app.vancouver.ca/publicart_net/Img/jpg/275.jpg
Terry Fox Memorial," ""Terry Fox Memorial Plaza""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=585&Neighbourhood=&Ownership=&Program=, -123.113959,49.277434,['Douglas Coupland'],Four bronze figures in sequence transforming from life-size to twice life size.,,Corner of Beatty and Robson,https://app.vancouver.ca/publicart_net/Img/jpg/585.jpg
Gates," ""Kensington Park""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=107&Neighbourhood=&Ownership=&Program=, -123.076377,49.237432,['Douglas Senft'],The piece is a silhouette of the mountain skyline with the city buildings superimposed on it.,The sculpture was produced as part of the City Shapes Sculpture Symposium in 1986 for Vancouver's centennial., Knight & 33rd Avenue,https://app.vancouver.ca/publicart_net/Img/jpg/107.jpg
Untitled (Metallurgy Building)," ""Metallurgy Bldg.""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=135&Neighbourhood=&Ownership=&Program=, -123.250649,49.261347,"['John Fraser', '', '', '', 'George A. Norris']",The ornamental brick mosaic relief adorns the entrance of the  building. It is 20' high and 55' long and uses a hexagonal shape to reference the structure of many metals.,The relief was commissioned for the bulding in 1968., UBC Main Mall,https://app.vancouver.ca/publicart_net/Img/jpg/135.jpg
The Belonging Action," ""Harbour Centre Parkade""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=554&Neighbourhood=&Ownership=&Program=, -123.110097741722,49.28378068,['Melanie Schambach'],"80 people participated to complete a painting 24' x 32', acrylics on panels, that speak the stories of migration of peoples and cultures to this land since time immemorial.","""what are your peoples' stories?...do you hear them spoken?...have you seen them written?...do you feel them walking?""                                                                                         The artist invited over eighty participants from all ages and backgrounds to reflect about their sense of belonging while looking back at the timeline of migration of peoples and cultures to this land since time immemorial. This is a self-envisioned project created and produced by independent local artists and community members. All of the content and artistic decision making emerged from five months of collective work with facilitators and participants in 2011. In no way does this mural intend to tell every story, rather to amplify undertold stories that are important to participants, and inspire more storytelling. Harbour Center generously allowed the use of the wall on Homer and Cordova. This project was partially funded by the City under Celebrate Vancouver 125 Mural Program.",350 W Cordova Street,https://app.vancouver.ca/publicart_net/Img/jpg/554.jpg
Killer Whale / Chief of the Undersea World," ""Vancouver Aquarium""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=81&Neighbourhood=&Ownership=&Program=, -123.130955,49.300017,['Bill Reid'],"The sculpture is set over a perfectly round 6.1 metre (20 feet) diameter reflecting pool. The placement pool was the gift of James and Isabelle Graham, Mary Margaret Young, and Joanne E. Barker.",, Stanley Park,https://app.vancouver.ca/publicart_net/Img/jpg/081.jpg
Games We've Played," ""Queen Victoria School Annex""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=262&Neighbourhood=&Ownership=&Program=, -123.066927,49.267238,['Blake Williams'],"A ceramic tile mural of children's drawings is installed on the south wall of the Annex and matching tiles are placed out in the community on private houses, steps, retail storefronts, parks, etc.  Tile images are based on games children play, across generations and in their countries of origin.","Each Queen Victoria student created a design from which two tiles were made.... The scattered second set of tiles acts as a link between the community and the school, and as a game to find the match with the one at the school.", 1850 E. 3rd,https://app.vancouver.ca/publicart_net/Img/jpg/262.jpg
Navigation Device: Origin Unknown," ""Cathedral Place""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=349&Neighbourhood=&Ownership=&Program=, -123.120009,49.284181,['Robert Studer'],glass and steel wall sculpture,"""The artist has combined wood, metal and glass in a sculpture that evokes a feeling of timelessness by its eroded forms and hauntingly beautiful bells and chimes.  It could have been washed ashore, like some mysterious archaeological fragment - perhaps a clue or cipher to decode the secrets of a forgotten civilization.""  (From pamphlet: Downtown Vancouver Architecture and Public Art published by Downtown Vancouver Association, c 1998)", 925 West Georgia,
Monument for East Vancouver," """"", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=499&Neighbourhood=&Ownership=&Program=, -123.077613,49.265426,['Ken Lum'],Freestanding illuminated sculpture,"Monument For East Vancouver develops from a graffiti symbol that has circulated for several decades in East Vancouver.  It is a symbol that has circulated in largely provisional terms.  My idea was to formalize the symbol through scale and permanence.  Although its precise origins are not known, the symbol does date back to at least the late 1940s (according to the memory of some senior citizens), which is the beginning of the post 2nd World War period.  Its roots may be linked to the Catholic inscription of East Vancouver culture at that time, home as it was to many Italians, Greeks and Eastern Europeans.  Over the years, the symbol has been adopted as an emblem for East Vancouver as a whole but its appearance has generally been tentative rather than overt.  The lack of overtness is, I feel, symptomatic of the underlying meanings that the symbol expresses.  These meanings have to do with problems of injustice, inequality, subjugation and the trauma of poverty and acculturation, particularly as it relates to immigrant life.  My proposal is for a site that sits on a visually messy and peripheral site in East Vancouver.  The East Vancouver symbol is rendered as a 57 foot sculpture that lights up after dark, the word East and Van encircled by a cross delineation that seems to float all on its own.  The sculpture faces westward towards downtown, towards the centre.  It is an expression of hope and defiance.",Clark Drive at East 6th Avenue,https://app.vancouver.ca/publicart_net/Img/jpg/499.jpg
Komagata Maru," ""Coal Harbour""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=622&Neighbourhood=&Ownership=&Program=, -123.119663,49.289661,['Lees + Associates'],,,,https://app.vancouver.ca/publicart_net/Img/jpg/622.jpg
Centennial Rocket," ""Cambie Street Plaza""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=178&Neighbourhood=&Ownership=&Program=, -123.115347,49.266071,['Lew Parry'],"A 12-foot-long stylized rocket ship made of bronze and stainless steel sits on top of an 11-foot-high stainless steel base. The design of the rocket ship looks like a 1950s Hollywood movie space ship. The design was originally created in 1936 for the Sheet Metal Workers Local 280 float for the Pacific National Exhibition Jubilee Parade on the occasion of the City of Vancouver's 50th birthday. It was designed by Lew Parry and made into a sculpture, built by Neon Products, which was sited at the first Vancouver Air Terminal from 1939 to 1972 when it was scrapped because of rust. In 1985 the Vancouver Transportation Club and the Sheet Metal Workers Union 280 decided to build a replica to celebrate Vancouver's 100th birthday. They located Lew Parry and he still had the original plans. This time the rocketship was built from more durable materials by Terminal Sheet Metal and the Local 280 metal workers. The Rocket was exhibited at Expo 86 and then donated to the city. It was moved by helicopter to it's current site. A Centennial Time Capsule is housed in the base of the rocket, scheduled to be opened 50 years from 1986. It includes items such as an Expo 86 passport with stamps of all the pavilions and recorded messages from local celebrities and many other things.
The City accepted the Centennial Rocket and a site was found for it in the small plaza at the SW end of the Cambie Street bridge.  -information from the website of SMW280","1985 version:  ""Presented to the citizens of Vancouver, this rocket is to commemorate the Centennial and the celebration of Expo 86 World's Exposition. This rocket is a symbol of the role played by craftsmanship and transportation in the growth of Vancouver."" (from the plaque on the east side of the base)", Cambie Street,https://app.vancouver.ca/publicart_net/Img/jpg/178.jpg
Garland," ""Marpole-Oakridge Community Centre (Oak Park)""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=385&Neighbourhood=&Ownership=&Program=, -123.128093,49.217006,['Douglas Senft'],Garland is a green steel archway 16' high that spans the sidewalk between the community centre and the parking lot. The arch is adorned with a cluster of forged steel oak leaves each about 3' long. It contains lights that illuminate the path.,"""garland is intended as a lyrical work creating a memorable image of arrival, passage and place. The imagery for this gateway sculpture is derived from two sources. First is the image of the oak leaf, in reference to Oak Park. The image or form of the arch reflects the arc lines and shapes of the concrete forms that are part of the walkway itself.""", 990 West 59th Avenue,https://app.vancouver.ca/publicart_net/Img/jpg/385.jpg
Unlimited Growth Increases The Divide," ""Or Art Gallery""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=358&Neighbourhood=&Ownership=&Program=, -123.112093,49.281487,['Kathryn Walter'],"The text consists of 7"" copper letters above the entrance to the gallery. The text is cut from 1/4"" copper plate and installed in its original red metallic state, inviting a ""corporate"" reading. However, it will change with time and exposure, to a greenish, aged surface. The text will be visually assimilated into the existing green color of the building, and will remain permanently on the site.","""The strategy behind ""Unlimited Growth ..."" is direct.  It is directed at those who operate our free-market economy in their own interests, while excluding those interests that would be 'responsive to the needs of the community'.  The subtext to ""Unlimited Growth .."" relates to several aspects of public art including the need to address the use of site-specific work as a way of intervening in local issues, and in this instance, acting as a marker of resistance by the economically marginalized, as represented by a parallel gallery and a hotel providing affordable housing.  

Walter raises questions related to the systems underlying the transactions and power-plays that constitute normal business in the world of real estate development. In Walter's art the museum without walls is also a museum OF walls, walls  new and old, as well as those walls that perpetuate economic class distinctions.  Her text on the façade of the Del-Mar Hotel will stand as a witness to the various power-plays, including the threat to move B.C. Hydro's head office to the suburb of Burnaby, that led to the development surrounding 553-555 Hamilton Street."" - from ""The Interventions of Kathryn Walter"" by Bill Jeffries, Contemporary Art Gallery, Vancouver, 1990",555 Hamilton Street,https://app.vancouver.ca/publicart_net/Img/jpg/358.jpg
day off - night out," ""Cambie Village""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=490&Neighbourhood=&Ownership=&Program=, -123.114709895149,49.25569945,['Douglas Senft'],"Thirty stainless steel embedded plates.  Two images: one of a place setting and the other of a film reel.  Both surface finishes are reflective, each catching the light differently depending on the daylight conditions.","The intention was to create visually playful iconic imagery referring to the ""village"" on Cambie Street.  This is an area with many restaurants and the historic Park Theatre.",Cambie Street between 17th and 19th Avenues - both East and West sidewalks,https://app.vancouver.ca/publicart_net/Img/jpg/490.jpg
Marker of Change," ""Thornton Park""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=165&Neighbourhood=&Ownership=&Program=, -123.099,49.27401,['Beth Alber'],"The monument consists of a 100' diameter circle of 14 pink granite benches each 5.5' long with a slight bowl in the top.  Each bench is inscribed with the name of one of the 14 women killed by a gunman on December 6th, 1989, at the l'Ecole Polytechnique, University of Montreal.  The benches are about the length and width of a woman's body and the depression in the center of each bench catches rain water, a reference to tears. A 98' diameter circle outside the benches is set w/ 500 7½"" square tiles with the names of donors.
The circle is situated close to the center of the park and makes reference to ancient stone circles. The space inside the circle is slightly domed and covered with grass. An alter-like podium stands just outside the circles and bears the name of the piece and an inscription. Over time, Marker of Change has quietly asserted itself into the consciousness of the community and has become a site for individual reflection and meditation as well as a place of discovery."," It took nearly eight years for this monument to come into being. A committee was formed in conjunction with Capilano College and a subsequent national competition drew 98 entries. Toronto artist Beth Alber won with the design incorporating 14 pink granite benches in a circle.  It stands as a reminder of violence against women in society.  The competition policies state that, ""The Women's Monument is conceived as a rational monument to be located in Vancouver, BC, dedicated to all women who have been murdered by men, and naming the 14 women killed in Montreal on Dec 6,1989. It will provide a focus for healing and a tangible symbol of remembrance."" Beth Alber's artist proposal states,  ""The circle, the symbol used by women for centuries to represent a continuum, in a non-hierarchical way, is one of the major elements for this Women's Monument. It is a symbol of women's spirit and is associated with the idea of a protected or consecrated space.""  During the course of the project, considerable controversy was stirred up by the wording of the inscription which is dedicated to ""all women who have been murdered by men"".  Many people felt this inscription was too political. Some were critical about the eventual cost of the monument, approximately $500,000, which they felt could have been put to better purpose.  Many felt that the monument was too specific and was inappropriately sited in a public place, and that public money shouldn't be used to commemorate what was construed to be a private grief. But despite the obstacles, ""Marker of Change"" was unveiled in Thornton Park on December 6th, 1997 exactly eight years after the 14 women were killed.", Main Street & Terminal,https://app.vancouver.ca/publicart_net/Img/jpg/165.jpg
Tribute to the Cambie Works Yard," ""National Works Yard""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=458&Neighbourhood=&Ownership=&Program=, -123.088931251443,49.27370526,['Carol Sawyer'],"A transparent film is applied to the glass on the sliding doors of the meeting room off the main lobby, creating a panorama in sections. The images are drawn from photographs of the layers of marking on the asphalt of the old Cambie Work Yard. Many different employees over the course of many years, contributed to the patterns of white and yellow dashes, circles, and lines as a result of testing the line-painting equipment. Isolated and blown up they become abstract images with cryptic symbols and letters. The panoramic image is complete when the doors are closed, and layered when open.",The artist took numerous photos of the layers of markings made over the course of years by the employees in the course of their work., 700 National Avenue,https://app.vancouver.ca/publicart_net/Img/jpg/458.jpg
Dry Stream," ""John Street pedestrian throughway""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=269&Neighbourhood=&Ownership=&Program=, -123.097036,49.247555,"['Glen Andersen', '', '', '', 'Sarah White']","A stone mosaic ""stream""runs beside the walkway.  It is animated with creatures inlaid and various colours of stone and ""flows"" from a small cave which could be the mouth of an animal.",The project was to build a pebble mosaic with volunteers from the neighbourhood., John Street,https://app.vancouver.ca/publicart_net/Img/jpg/269.jpg
Bright Futures," ""Killarney Ice Rink""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=521&Neighbourhood=&Ownership=&Program=, -123.044018,49.22695,['Brent Sparrow'],"A sandblasted glass whorl on a stainless steel base, the design is a Salish face as the central figure surrounded by larger triangles that represent athletes of today. The smaller faces represent our future athletes.",,"Killarney Community Centre, 6260 Killarney Street",https://app.vancouver.ca/publicart_net/Img/jpg/521.jpg
Then Again," """"", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=545&Neighbourhood=&Ownership=&Program=, -123.138813,49.234303,['Jeremy Borsos'],"Eight different photographic based works couple an image of a contemporary address with a postcard or letter sent to the same address as far back in time as 1907. The envelope occupies the lower register and the location is pictured above it. This was the first time the work was placed within the neighbourhoods represented, and was shown within the context of the street, outside a gallery. 
June 6th-July 4th
July 4th-August 1st
Title of Artworks:
4269 Victoria Drive 1959 / 2011
901 Drake Street   1944 / 2011
1432 West 5th Avenue 1930 / 2011
310 Granville Street 1961 / 2011
1877 West Broadway 1912 / 2011
6079 West Boulevard 1944 / 2011
1033 Thurlow Street 1907 / 2011
2102  Scotia Street 1924 / 2011","The project is ongoing and will eventually represent all the provinces in Canada. The architecture of language used to describe the past is my continuing interest. Here the project uses a dichotomy of dis-similar visual information about the same subject. Rather than the often used before and after images of place, this work injects both the place and the former residents within the same dialogue about Vancouver's past.",Various (Transit Shelters),https://app.vancouver.ca/publicart_net/Img/jpg/545.jpg
Utility Pole," ""Ridgeway Greenway""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=230&Neighbourhood=&Ownership=&Program=, -123.127791,49.237762,['Marko Simcic'],"""Garden rake"" sculptures mounted atop two cyclist-activated signal poles acknowledging the local gardening activities in the area, including Van Dusen Gardens.",,37th & Oak,https://app.vancouver.ca/publicart_net/Img/jpg/230.jpg
"BC Nurses Memorial - When Humans Bleed"""""," ""Vancouver General Hospital""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=359&Neighbourhood=&Ownership=&Program=, -123.122348,49.260248,['Robin Campbell'],,"Own this work as your own if you so choose; examine it, question it, deride it or admire it.  It will satisfy some aspect of your being.

I have left the original drill marks which extracted the stone from the ground.  These symbolize the core issues which we must all examine without which true healing does not occur.  

As issues resolve and wounds heal the capacity for integrated action is rejuvenated and we can go forth free from that which binds.", 899 West 12th Avenue,https://app.vancouver.ca/publicart_net/Img/jpg/359.jpg
Sculpture Poems," ""Renfrew Community Centre""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=268&Neighbourhood=&Ownership=&Program=, -123.044155,49.252022,['Sam Carter'],30-foot high faceted cedar poles with bronze Poem-Markers and six bollards sited beside ravine pathways,"Approximately 80 students created ""poems"" expressing their ideas about the ravine.  From these five were selected to be reproduced in clay and then bronze.  First year students from Emily Carr Institute of Art and Design assisted the Lord Beaconsfield Elementary School students with their clay modeling.  The Emily Carr students created animal and plant images interpreting the poems that were used as borders for the poems.  Later these were cast in bronze.  The bronze Poem Markers line the newly created pathway that runs along side the Renfrew Ravine.  Renfrew Ravine Totems created from drawings of flora and fauna from the ravine were crafted from computer-laser technology.  These forms were attached to 30-foot high faceted cedar poles and welcome visitors at both entrances to the Renfrew Ravine pathway.", 2929 East 22nd Avenue,https://app.vancouver.ca/publicart_net/Img/jpg/268.jpg
Asclepius," ""College of Physicians & Surgeons of B.C.""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=11&Neighbourhood=&Ownership=&Program=, -123.145985,49.262865,['Beatrice Lennie'],,,1807 West 10th Avenue,https://app.vancouver.ca/publicart_net/Img/jpg/011.jpg
Mid-Main Mural Project," ""Mid-Main Community Health Centre""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=263&Neighbourhood=&Ownership=&Program=, -123.100666,49.249438,['Joey Mallett'],"The mural covers the entire front of the building on either side of the entrance facing south on 24th Ave.   Images are of children playing and people walking, representing the different cultural groups in the community.","The objective of the mural is to create better community awareness of the services of the clinic, beautify an institutional building and contribute to the neighbourhood health and beautification.", 3998 Main Street,https://app.vancouver.ca/publicart_net/Img/jpg/263.jpg
Trout Lake Community Centre Mural," ""Trout Lake Community Centre""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=421&Neighbourhood=&Ownership=&Program=, -123.065282,49.255626,['Linda Pearce'],The artist drew on questionnaires and interviews with people in the neighbourhood to develop the visual themes for the mural. The image includes animals and the lake as well as activities such as the market and the lantern parade.,, 3350 Victoria Drive,https://app.vancouver.ca/publicart_net/Img/jpg/421.jpg
